configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,stlsq_threshold,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,80.0,0.00022397498597370244,37.49490932187706,1000.0,2,2,1,4.0,4.0,0,0.0,finite_difference,success,,8,12,66.66666666666667,1.38223790936172,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 197.37462583874907, -206.4163444709825, 1.314007999981133, 0.0, -0.3224595031429825], [0.0, 206.04574623303387, -197.0073587607823, -0.6729007537039745, 0.0, -0.37224620434960415]]",(x0)' =  197.375 x0 + -206.416 x1 +  1.314 x0^2 + -0.322 x1^2 | (x1)' =  206.046 x0 + -197.007 x1 + -0.673 x0^2 + -0.372 x1^2
2,80.0,0.00022397498597370244,37.49490932187706,1000.0,2,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,8,12,66.66666666666667,0.14238151907920837,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 212.4608804787874, -220.57782682968252, 1.6480227751548249, 0.0, -0.7422213745578005], [0.0, 220.26480824290442, -212.1516893170517, -0.1430186507573271, 0.0, -0.7969582499044623]]",(x0)' =  212.461 x0 + -220.578 x1 +  1.648 x0^2 + -0.742 x1^2 | (x1)' =  220.265 x0 + -212.152 x1 + -0.143 x0^2 + -0.797 x1^2
3,80.0,0.00022397498597370244,37.49490932187706,1000.0,2,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,8,12,66.66666666666667,0.12926041148602962,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 231.24172315993675, -237.15624570601992, 0.8112343307036475, 0.0, -0.20273681387485867], [0.0, 237.290271073935, -231.3823548203512, 0.7601710046465876, 0.0, -1.3441949641482822]]",(x0)' =  231.242 x0 + -237.156 x1 +  0.811 x0^2 + -0.203 x1^2 | (x1)' =  237.290 x0 + -231.382 x1 +  0.760 x0^2 + -1.344 x1^2
4,80.0,0.00022397498597370244,37.49490932187706,1000.0,2,2,2,8.0,8.0,0,0.0,finite_difference,success,,4,12,33.333333333333336,0.1111963503062725,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 81.89456724826547, -95.37696873429681, 0.0, 0.0, 0.0], [0.0, 95.37847874704292, -81.89579556796218, 0.0, 0.0, 0.0]]",(x0)' =  81.895 x0 + -95.377 x1 | (x1)' =  95.378 x0 + -81.896 x1
5,80.0,0.00022397498597370244,37.49490932187706,1000.0,2,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,4,12,33.333333333333336,0.12273571640253067,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 90.44370460928394, -103.6269896327202, 0.0, 0.0, 0.0], [0.0, 103.61945280020396, -90.43118283741616, 0.0, 0.0, 0.0]]",(x0)' =  90.444 x0 + -103.627 x1 | (x1)' =  103.619 x0 + -90.431 x1
6,80.0,0.00022397498597370244,37.49490932187706,1000.0,2,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,4,12,33.333333333333336,0.12607437372207642,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 105.29285481194934, -116.07268062763379, 0.0, 0.0, 0.0], [0.0, 116.01032246148718, -105.22602246435856, 0.0, 0.0, 0.0]]",(x0)' =  105.293 x0 + -116.073 x1 | (x1)' =  116.010 x0 + -105.226 x1
7,80.0,0.00022397498597370244,37.49490932187706,1000.0,2,2,5,20.0,20.0,0,0.0,finite_difference,success,,6,12,50.0,0.11071160063147545,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 18.261412829939147, -32.46911870267537, 0.0, 0.0, 0.0], [0.0, 33.25987153934832, -18.44838221736351, 3.61471189161661, -5.138968193424743, 0.0]]",(x0)' =  18.261 x0 + -32.469 x1 | (x1)' =  33.260 x0 + -18.448 x1 +  3.615 x0^2 + -5.139 x0 x1
8,80.0,0.00022397498597370244,37.49490932187706,1000.0,2,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,6,12,50.0,0.12135647423565388,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 18.59462443685553, -32.71155674602134, 0.0, 0.0, 0.0], [0.0, 33.46304285053871, -18.7651013735241, 3.5572972112073096, -5.059924922974258, 0.0]]",(x0)' =  18.595 x0 + -32.712 x1 | (x1)' =  33.463 x0 + -18.765 x1 +  3.557 x0^2 + -5.060 x0 x1
9,80.0,0.00022397498597370244,37.49490932187706,1000.0,2,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,6,12,50.0,0.12282011285424232,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 22.62037810519153, -37.728048917626005, 0.0, 0.0, 0.0], [0.0, 38.19592070446574, -22.65200093348334, 2.7040704042498347, -4.2094726242164615, 0.0]]",(x0)' =  22.620 x0 + -37.728 x1 | (x1)' =  38.196 x0 + -22.652 x1 +  2.704 x0^2 + -4.209 x0 x1
10,80.0,0.00022397498597370244,37.49490932187706,1000.0,2,4,1,4.0,12.0,0,0.0,finite_difference,success,,26,60,43.333333333333336,0.37697824463248253,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[0.0, 259.6310547421324, -374.1685187746571, 167.1246589322676, -59.92569669968175, -2.187024049092958, 4.78311136505276, 0.0, -1.5409489617542211, -0.5042075759959044, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 125.0369158817896, 0.0, -125.09295047835376, 0.05275913876943079, -0.006736127224975733, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012645335825821781, 0.0, 0.0], [0.0, -0.042881979347932045, 125.06646851687638, 0.0, -125.02979776474969, 0.0, 0.0, 0.0, 0.0, 0.00786109842539196, 0.0, 0.0, 0.0, 0.0, -0.0016918493804761502], [0.0, 59.94231573793146, -166.84719447219274, 373.9345319149016, -259.66438970291654, 0.7422666461756532, 0.0, 0.0, 0.0, 0.0, 1.5863784544101383, 0.0, -3.4716096366868276, 0.0, 0.5276728947756344]]",(x0)' =  259.631 x0 + -374.169 x1 +  167.125 x2 + -59.926 x3 + -2.187 x0^2 +  4.783 x0 x1 + -1.541 x0 x3 + -0.504 x1^2 | (x1)' =  125.037 x0 + -125.093 x2 +  0.053 x3 + -0.007 x0^2 +  0.013 x2^2 | (x2)' = -0.043 x0 +  125.066 x1 + -125.030 x3 +  0.008 x1^2 + -0.002 x3^2 | (x3)' =  59.942 x0 + -166.847 x1 +  373.935 x2 + -259.664 x3 +  0.742 x0^2 +  1.586 x1 x2 + -3.472 x2^2 +  0.528 x3^2
11,80.0,0.00022397498597370244,37.49490932187706,1000.0,2,4,1,4.0,12.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,27,60,45.0,0.3895943984389305,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[0.0, 311.1179964190074, -472.4953402392864, 227.64966308009124, -71.32235384839689, 1.2493541642576151, 0.0, 0.0, -2.0946883926116686, -2.1052695963431862, 3.2478476702670114, 0.0, 0.0, 0.0, 0.0], [0.0, 124.91467734101354, 0.3509822560423765, -125.4612176811761, 0.19228717065972892, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.18194677198348524, 125.41650216321932, -0.32883274497321174, -124.91291007001806, 0.0, 0.0, 0.0, 0.0, 0.016275705937890666, 0.0, 0.0, 0.0, 0.0, -0.008468282414863562], [0.0, 71.2839644086243, -227.06960606751383, 471.71416317558766, -310.87264089857126, 0.6208804303983273, 0.0, 0.0, 0.0, -4.213312951999204, 9.791671503765023, 0.0, -6.839597879965561, 0.0, 0.3555200238372516]]",(x0)' =  311.118 x0 + -472.495 x1 +  227.650 x2 + -71.322 x3 +  1.249 x0^2 + -2.095 x0 x3 + -2.105 x1^2 +  3.248 x1 x2 | (x1)' =  124.915 x0 +  0.351 x1 + -125.461 x2 +  0.192 x3 | (x2)' = -0.182 x0 +  125.417 x1 + -0.329 x2 + -124.913 x3 +  0.016 x1^2 + -0.008 x3^2 | (x3)' =  71.284 x0 + -227.070 x1 +  471.714 x2 + -310.873 x3 +  0.621 x0^2 + -4.213 x1^2 +  9.792 x1 x2 + -6.840 x2^2 +  0.356 x3^2
12,80.0,0.00022397498597370244,37.49490932187706,1000.0,2,4,1,4.0,12.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,23,60,38.333333333333336,0.3675657548010349,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[0.0, 357.9218284766296, -537.7823014996067, 231.77796055087222, -53.92388885651281, 0.6290466893293785, 0.0, 0.0, 0.0, -0.4496589321008337, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 125.94850119981119, -2.9951764373001746, -121.54095127261024, -1.4283682675441285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.8682751073406778, 122.70925723532822, 2.1456999847001095, -125.7166163881681, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 53.7307423390288, -230.74017400600115, 536.1298380063942, -357.1276933167488, 0.3165462967387944, 0.0, 0.0, 0.0, -2.2577330068743353, 4.850009681980869, 0.0, -2.7018232757073952, 0.0, -0.28684560426297]]",(x0)' =  357.922 x0 + -537.782 x1 +  231.778 x2 + -53.924 x3 +  0.629 x0^2 + -0.450 x1^2 | (x1)' =  125.949 x0 + -2.995 x1 + -121.541 x2 + -1.428 x3 | (x2)' =  0.868 x0 +  122.709 x1 +  2.146 x2 + -125.717 x3 | (x3)' =  53.731 x0 + -230.740 x1 +  536.130 x2 + -357.128 x3 +  0.317 x0^2 + -2.258 x1^2 +  4.850 x1 x2 + -2.702 x2^2 + -0.287 x3^2
