configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,stlsq_threshold,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,80.0,0.00022397498597370244,37.49490932187706,1000.0,3,2,1,4.0,4.0,0,0.0,finite_difference,success,,16,20,80.0,1.2786597833037376,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 196.61378107710567, -206.2538929261985, 1.167541079905856, 0.0, -0.3116394214995172, 1.971802233094745, -10.766936275484209, 15.17918072543224, -6.118749032733215], [0.0, 206.97755195942895, -197.46722300503316, -0.640842316895913, 0.0, -0.29231234948036583, -1.5415348979237415, 8.293118717586273, -11.960372361328469, 4.994646487153584]]",(x0)' =  196.614 x0 + -206.254 x1 +  1.168 x0^2 + -0.312 x1^2 +  1.972 x0^3 + -10.767 x0^2 x1 +  15.179 x0 x1^2 + -6.119 x1^3 | (x1)' =  206.978 x0 + -197.467 x1 + -0.641 x0^2 + -0.292 x1^2 + -1.542 x0^3 +  8.293 x0^2 x1 + -11.960 x0 x1^2 +  4.995 x1^3
2,80.0,0.00022397498597370244,37.49490932187706,1000.0,3,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.21128747053444386,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 212.1033230697102, -220.7421612671499, 1.4439486740414107, 0.0, -0.6747706329803239, 1.476904743125731, -10.149302265790405, 15.284431840274154, -6.3672456345148225], [0.0, 221.3690300352179, -212.764363409649, -0.17953956192001067, 0.0, -0.6596310108700499, -2.5195248545423263, 11.047645795087112, -14.607464840774577, 5.876467765758398]]",(x0)' =  212.103 x0 + -220.742 x1 +  1.444 x0^2 + -0.675 x1^2 +  1.477 x0^3 + -10.149 x0^2 x1 +  15.284 x0 x1^2 + -6.367 x1^3 | (x1)' =  221.369 x0 + -212.764 x1 + -0.180 x0^2 + -0.660 x1^2 + -2.520 x0^3 +  11.048 x0^2 x1 + -14.607 x0 x1^2 +  5.876 x1^3
3,80.0,0.00022397498597370244,37.49490932187706,1000.0,3,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.19647793844342232,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 231.71962705859914, -238.23817657181755, 0.6758667486269838, 0.0, -0.18150598485705427, -4.549859557304383, 8.386592815734971, -3.2063137658913066, -0.396327829016005], [0.0, 238.57085263782983, -232.07016003419344, 0.6418765008603231, 0.0, -1.1030043756884642, -3.1398585723139174, 14.89876363888908, -20.72284797639686, 8.724310935510958]]",(x0)' =  231.720 x0 + -238.238 x1 +  0.676 x0^2 + -0.182 x1^2 + -4.550 x0^3 +  8.387 x0^2 x1 + -3.206 x0 x1^2 + -0.396 x1^3 | (x1)' =  238.571 x0 + -232.070 x1 +  0.642 x0^2 + -1.103 x1^2 + -3.140 x0^3 +  14.899 x0^2 x1 + -20.723 x0 x1^2 +  8.724 x1^3
4,80.0,0.00022397498597370244,37.49490932187706,1000.0,3,2,2,8.0,8.0,0,0.0,finite_difference,success,,8,20,40.0,0.16316960006952286,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 81.94047522700356, -97.39882407915084, 0.0, 0.0, 0.0, -0.05314724572948334, 0.0, 0.0, 0.5590658018748772], [0.0, 96.39315757567115, -81.0627064353975, 0.0, 0.0, 0.0, -0.26053409512446124, 0.0, 0.0, -0.21336018616282776]]",(x0)' =  81.940 x0 + -97.399 x1 + -0.053 x0^3 +  0.559 x1^3 | (x1)' =  96.393 x0 + -81.063 x1 + -0.261 x0^3 + -0.213 x1^3
5,80.0,0.00022397498597370244,37.49490932187706,1000.0,3,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,8,20,40.0,0.17999982088804245,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 90.56667453490101, -105.76180657419707, 0.0, 0.0, 0.0, -0.07893303077966216, 0.0, 0.0, 0.5986733487601027], [0.0, 104.81771342797083, -89.72068483956936, 0.0, 0.0, 0.0, -0.31701852048031914, 0.0, 0.0, -0.17692235464727282]]",(x0)' =  90.567 x0 + -105.762 x1 + -0.079 x0^3 +  0.599 x1^3 | (x1)' =  104.818 x0 + -89.721 x1 + -0.317 x0^3 + -0.177 x1^3
6,80.0,0.00022397498597370244,37.49490932187706,1000.0,3,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,10,20,50.0,0.16610629111528397,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 105.34238023034507, -117.59542759259533, 0.0, 0.0, 0.0, -2.2129542491631597, 3.56837862772288, 0.0, -0.7834999043247286], [0.0, 117.24509142324288, -105.12202983449326, 0.0, 0.0, 0.0, 1.0469464524646768, 0.0, -4.1130202443550905, 2.5031891911958923]]",(x0)' =  105.342 x0 + -117.595 x1 + -2.213 x0^3 +  3.568 x0^2 x1 + -0.783 x1^3 | (x1)' =  117.245 x0 + -105.122 x1 +  1.047 x0^3 + -4.113 x0 x1^2 +  2.503 x1^3
7,80.0,0.00022397498597370244,37.49490932187706,1000.0,3,2,5,20.0,20.0,0,0.0,finite_difference,success,,8,20,40.0,0.15295854024589062,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 16.591999053053314, -34.1701583769168, 0.0, 0.0, 0.0, 0.0, 0.0, 1.081258584721153, 0.0], [0.0, 34.766210351787585, -16.987410150814934, 3.730811818272751, -4.688453603824455, 0.0, 0.0, -0.984297965425266, 0.0, 0.0]]",(x0)' =  16.592 x0 + -34.170 x1 +  1.081 x0 x1^2 | (x1)' =  34.766 x0 + -16.987 x1 +  3.731 x0^2 + -4.688 x0 x1 + -0.984 x0^2 x1
8,80.0,0.00022397498597370244,37.49490932187706,1000.0,3,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,8,20,40.0,0.16682291217148304,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 16.926923511270978, -34.421501092245265, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0839228211094234, 0.0], [0.0, 34.969914636030765, -17.309761910001107, 3.6721957708054775, -4.603115155850225, 0.0, 0.0, -0.9838449287115123, 0.0, 0.0]]",(x0)' =  16.927 x0 + -34.422 x1 +  1.084 x0 x1^2 | (x1)' =  34.970 x0 + -17.310 x1 +  3.672 x0^2 + -4.603 x0 x1 + -0.984 x0^2 x1
9,80.0,0.00022397498597370244,37.49490932187706,1000.0,3,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,10,20,50.0,0.17286375164985657,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2"", ""x0^3"", ""x0^2 x1"", ""x0 x1^2"", ""x1^3""]","[[0.0, 20.57111694123973, -39.17153776951362, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4263587279714272, -0.24722276709921753], [0.0, 39.11568618988547, -20.68305500576382, 2.9108883792591236, -3.7608886967624375, 0.0, 0.4013761334695216, -1.4602314779902525, 0.0, 0.0]]",(x0)' =  20.571 x0 + -39.172 x1 +  1.426 x0 x1^2 + -0.247 x1^3 | (x1)' =  39.116 x0 + -20.683 x1 +  2.911 x0^2 + -3.761 x0 x1 +  0.401 x0^3 + -1.460 x0^2 x1
10,80.0,0.00022397498597370244,37.49490932187706,1000.0,3,4,1,4.0,12.0,0,0.0,finite_difference,success,,58,140,41.42857142857143,1.195805000141263,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2"", ""x0^3"", ""x0^2 x1"", ""x0^2 x2"", ""x0^2 x3"", ""x0 x1^2"", ""x0 x1 x2"", ""x0 x1 x3"", ""x0 x2^2"", ""x0 x2 x3"", ""x0 x3^2"", ""x1^3"", ""x1^2 x2"", ""x1^2 x3"", ""x1 x2^2"", ""x1 x2 x3"", ""x1 x3^2"", ""x2^3"", ""x2^2 x3"", ""x2 x3^2"", ""x3^3""]","[[0.0, 259.04944180600637, -374.3044685467523, 169.40076093815537, -61.878129976567436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5656756362897792, 0.0, 2.792854010562179, -4.386771919959984, 6.166953789798403, 0.0, 0.0, -20.81494097204199, 29.84639255837471, -9.86398252280936, -19.46814045898497, 40.27921071242187, -10.21597880689047, -16.370720028691213, 0.0, 3.077909554979602, 0.0, 0.0, 0.0, 0.0], [0.0, 125.0119627314008, 0.0, -124.9667055019734, -0.03433556783050184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.014612592664810435, 0.0014068756209925778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15647711125716526, -0.1600176732127767, 0.11444803122407671, -0.2935118144052948, 0.0, 0.37825653638847306, 0.0, 0.0, -0.4003871097711169, 0.21865861981541115, 0.0, 0.0], [0.0, -0.07698123357106372, 125.11827187047811, 0.0, -125.03041398813598, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10698351879122796, 0.14348341998850458, 0.0, 0.01842406711104363, 0.0, 0.0, 0.0, -0.4675352068655222, 0.9297035711621485, 0.0, -0.6350918585221909, 0.0, 0.0, 0.0, 0.0, 0.22010322172352975, -0.10246367026639304], [0.0, 60.960597735486466, -165.42158947904835, 370.40215028149703, -258.4058032427095, 1.0581024694505778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.594638864966682, 0.0, 0.3095495024819293, 0.0, 0.0, 0.30037988847964187, 4.805632762205304, 0.0, 0.0, -22.43574466785367, 6.490870106311316, 0.0, 4.5212914042641845, 0.0, 8.614162186385984, 23.200210071934514, -35.33746735920181, 0.0, -5.651628000185352, 23.536019310751144, -10.525920219803888, 0.0, 2.0444874642891766]]",(x0)' =  259.049 x0 + -374.304 x1 +  169.401 x2 + -61.878 x3 + -0.566 x0^3 +  2.793 x0^2 x2 + -4.387 x0^2 x3 +  6.167 x0 x1^2 + -20.815 x0 x2^2 +  29.846 x0 x2 x3 + -9.864 x0 x3^2 + -19.468 x1^3 +  40.279 x1^2 x2 + -10.216 x1^2 x3 + -16.371 x1 x2^2 +  3.078 x1 x3^2 | (x1)' =  125.012 x0 + -124.967 x2 + -0.034 x3 + -0.015 x0^3 +  0.001 x0^2 x1 +  0.156 x0 x2 x3 + -0.160 x0 x3^2 +  0.114 x1^3 + -0.294 x1^2 x2 +  0.378 x1 x2^2 + -0.400 x2^3 +  0.219 x2^2 x3 | (x2)' = -0.077 x0 +  125.118 x1 + -125.030 x3 + -0.107 x0^2 x3 +  0.143 x0 x1^2 +  0.018 x0 x1 x3 + -0.468 x1^3 +  0.930 x1^2 x2 + -0.635 x1 x2^2 +  0.220 x2 x3^2 + -0.102 x3^3 | (x3)' =  60.961 x0 + -165.422 x1 +  370.402 x2 + -258.406 x3 +  1.058 x0^2 + -1.595 x2^2 +  0.310 x3^2 +  0.300 x0^2 x2 +  4.806 x0^2 x3 + -22.436 x0 x1 x3 +  6.491 x0 x2^2 +  4.521 x0 x3^2 +  8.614 x1^2 x2 +  23.200 x1^2 x3 + -35.337 x1 x2^2 + -5.652 x1 x3^2 +  23.536 x2^3 + -10.526 x2^2 x3 +  2.044 x3^3
