configuration_index,test_trial_id,simulation_status,failure_reason,requested_duration_s,reached_duration_s,simulation_runtime_s,rhs_evaluations,simulated_samples,simulated_x0_rms_uv,compared_samples,x0_rmse_uv,trajectory_rmse_uv
121,4,success,,14.064,14.064,25.558572348207235,43024,3517,18.433273733479123,3517,33.16479676961188,33.50909265312458
121,1088,success,,14.176,14.176,17.690479464828968,29446,3545,52.94067212286664,3545,70.18502865097888,69.37983617433686
121,622,success,,14.172,14.172,16.68011535331607,27374,3544,56.32930566304332,3544,67.52777127711806,66.45301858141602
121,620,success,,14.172,14.172,23.375719279050827,37369,3544,23.811642597464026,3544,46.78498828036789,46.80487446692713
