held_out,lead_s,aesindy_skill,persistence_skill,n_forecasts
fixation,0.0,0.9828223448009616,1.0,241
fixation,0.004,0.9100122080637068,0.9696604916453007,241
fixation,0.008,0.7487276232108748,0.8736429055413142,241
fixation,0.012,0.5710286607184966,0.7404272785736127,241
fixation,0.016,0.4350399577762585,0.6169366558715258,241
fixation,0.02,0.34930619497636767,0.5234601454335485,241
fixation,0.024,0.3062199805283971,0.4548458237849144,241
fixation,0.028,0.2869093472259538,0.40047600044630843,241
fixation,0.032,0.2738671958530891,0.355503427454914,241
fixation,0.036000000000000004,0.26286670591375016,0.31955661088297543,241
fixation,0.04,0.24997083837062728,0.2937213460867147,241
fixation,0.044,0.22428549326203445,0.2807715918740068,241
fixation,0.048,0.1759640722379177,0.2838687383197246,241
fixation,0.052000000000000005,0.10262258334189786,0.3028053302054761,241
fixation,0.056,0.013388857835767284,0.3319377615100319,241
fixation,0.06,-0.07162775620416409,0.36376088760788505,241
fixation,0.064,-0.13609261306168735,0.3940128351641866,241
fixation,0.068,-0.1718566545146871,0.42090808794989915,241
fixation,0.07200000000000001,-0.1788868733313492,0.4424940590679869,241
fixation,0.076,-0.16516106439226025,0.45791782862453606,241
fixation,0.08,-0.14243890362641887,0.4682611000484478,241
fixation,0.084,-0.12162739755920536,0.4730621020725975,241
fixation,0.088,-0.10890475019485704,0.4680878505895641,241
fixation,0.092,-0.10468801151650316,0.44868056253206445,241
fixation,0.096,-0.10336979327171406,0.41523931464632424,241
fixation,0.1,-0.09548417080985411,0.37478871415289844,241
fixation,0.10400000000000001,-0.07772470055175558,0.33657059028626707,241
fixation,0.108,-0.05411415803580459,0.30656818883863274,241
fixation,0.112,-0.03142717737381509,0.2857052033596951,241
fixation,0.116,-0.014049272031528066,0.2710581725790475,241
fixation,0.12,-0.006322380222178336,0.2584362893879971,241
fixation,0.124,-0.0034115335593296677,0.244942492418129,241
fixation,0.128,-0.006889409610741708,0.2300768141163459,241
fixation,0.132,-0.015054292109814089,0.21540732978767868,241
fixation,0.136,-0.027256369776912162,0.20385557077502672,241
fixation,0.14,-0.027595052267211075,0.19882542792044525,241
fixation,0.14400000000000002,-0.013582485359213458,0.2027286823665926,241
fixation,0.148,0.0023013458277195142,0.2161539220194863,241
fixation,0.152,0.021326314676172572,0.23816041045057929,241
fixation,0.156,0.03803898722725952,0.2656312097539065,241
fixation,0.16,0.05116038855390604,0.2935100922802716,241
fixation,0.164,0.05824595845144201,0.3180950701404984,241
fixation,0.168,0.060331994119204375,0.3366835824448644,241
fixation,0.17200000000000001,0.059147310880355033,0.3439926671064373,241
fixation,0.176,0.057428732349252734,0.33461469572456953,241
fixation,0.18,0.05519263785833038,0.3100653359477266,241
fixation,0.184,0.054185769125383795,0.2799241787326484,241
fixation,0.188,0.05398295178220249,0.2556204199018051,241
fixation,0.192,0.05439960010431426,0.24399441131976232,241
fixation,0.196,0.05697273644425224,0.24413511554418227,241
fixation,0.2,0.0634415697316018,0.24862431331947749,241
fixation,0.20400000000000001,0.07517629027262705,0.24872296960332535,241
fixation,0.20800000000000002,0.08830134198838481,0.23927785541518,241
fixation,0.212,0.09765611297040838,0.22005628724914764,241
fixation,0.216,0.10126388383214283,0.19494057369001933,241
fixation,0.22,0.10144025008168628,0.170371544478682,241
fixation,0.224,0.10367048668501165,0.15182053101873122,241
fixation,0.228,0.11067415098968837,0.1401217311129119,241
fixation,0.232,0.12120066849317959,0.1316883485184278,241
fixation,0.23600000000000002,0.13149223042441338,0.1221422347275437,241
fixation,0.24,0.13756152052990075,0.11059084947498045,241
fixation,0.244,0.1381411044240556,0.10183996047213702,241
fixation,0.248,0.13500657571022218,0.10340893243431265,241
fixation,0.252,0.13078484826724995,0.11908103579118262,241
fixation,0.256,0.12645544256512917,0.1452633379471654,241
fixation,0.26,0.12194999981059526,0.17350637599883167,241
fixation,0.264,0.11660488267881872,0.19647516129948409,241
fixation,0.268,0.1091862965167746,0.21068753300832124,241
fixation,0.272,0.09831897545912531,0.21497570473590935,241
fixation,0.276,0.0836711071745895,0.2087112496199723,241
fixation,0.28,0.06695358480206715,0.1918492759283237,241
fixation,0.28400000000000003,0.05180074879229732,0.16581301614736374,241
fixation,0.28800000000000003,0.041886470556262434,0.13367641034522446,241
fixation,0.292,0.03949637123082585,0.10005561588086363,241
fixation,0.296,0.04497172598319653,0.07065298979728835,241
fixation,0.3,0.05689114060686321,0.05034917558298176,241
fixation,0.304,0.07239540988263236,0.04080109889287307,241
fixation,0.308,0.08757679242338487,0.0398224021183016,241
fixation,0.312,0.09821816038484749,0.04340704023811343,241
fixation,0.316,0.10128152482113617,0.048617144129399784,241
fixation,0.32,0.09544961947818278,0.05431172540774228,241
fixation,0.324,0.08097642933309691,0.059763275962205285,241
fixation,0.328,0.06034674696540523,0.06400460368418567,241
fixation,0.332,0.037990718994066516,0.06667121725470357,241
fixation,0.336,0.017755709262311663,0.06839737676323242,241
fixation,0.34,0.0009057699093402208,0.07003795804839678,241
fixation,0.34400000000000003,-0.013390770107948476,0.07199814134264931,241
fixation,0.34800000000000003,-0.025591015917629845,0.07441725612237472,241
fixation,0.352,-0.033505587318479434,0.07749119926010696,241
fixation,0.356,-0.03298393023383477,0.0811573867650409,241
fixation,0.36,-0.02107052732726245,0.08478239161164682,241
fixation,0.364,0.0009749423673191175,0.0877898484358749,241
fixation,0.368,0.026882065425047348,0.09027413221605325,241
fixation,0.372,0.04845768933909329,0.09200388322389026,241
fixation,0.376,0.06034800212164501,0.09118021589613838,241
fixation,0.38,0.06180354417444629,0.08530373731910561,241
fixation,0.384,0.05549326769028809,0.07302975986853656,241
fixation,0.388,0.04605400447371301,0.054847189103930744,241
fixation,0.392,0.038934599576471045,0.03240051458388893,241
fixation,0.396,0.03871593811253624,0.007724269230503031,241
fixation,0.4,0.04664821420728864,-0.016491005240648875,241
fixation,0.404,0.05985127706821906,-0.036963764452544755,241
fixation,0.40800000000000003,0.0738896621608938,-0.05111623826849215,241
fixation,0.41200000000000003,0.08474110560268368,-0.0573710764552264,241
fixation,0.41600000000000004,0.08891845120030882,-0.05491329528056437,241
fixation,0.42,0.08436806991895297,-0.04421492715967809,241
fixation,0.424,0.07176881262042208,-0.02729468588855104,241
fixation,0.428,0.05415127191784371,-0.006722992432208198,241
fixation,0.432,0.03565113937756922,0.01537430868735943,241
fixation,0.436,0.020996222446768187,0.0370623161715881,241
fixation,0.44,0.015084629822318202,0.05591528393401515,241
fixation,0.444,0.021511669417946508,0.0688399046238901,241
fixation,0.448,0.039966558172992744,0.07267001142253605,241
fixation,0.452,0.06488766009439786,0.06550692204496805,241
fixation,0.456,0.08861154322276196,0.04717753169995105,241
fixation,0.46,0.10600054040058388,0.018029015266087068,241
fixation,0.464,0.11583808599166305,-0.021116855942590426,241
fixation,0.468,0.12012233711244068,-0.06689680569029922,241
fixation,0.47200000000000003,0.12242781772394877,-0.11252598781113367,241
fixation,0.47600000000000003,0.12549086427197834,-0.15017543087457047,241
fixation,0.48,0.13016624093064097,-0.1748412689978086,241
fixation,0.484,0.1363612527014912,-0.18621489761182566,241
fixation,0.488,0.14379969950974425,-0.1870877851833399,241
fixation,0.492,0.15231109003411464,-0.1813166082582182,241
fixation,0.496,0.1621748820189132,-0.17234673748898363,241
fixation,0.5,0.1727532408839959,-0.16098837014281972,241
fixation,0.504,0.1797523618350492,-0.14495067822901225,241
fixation,0.508,0.17668434087877016,-0.12306715912883691,241
fixation,0.512,0.1622424072804619,-0.0992278156953786,241
fixation,0.516,0.14111029765722616,-0.07812671212899704,241
fixation,0.52,0.11813746664899791,-0.061210411730234164,241
fixation,0.524,0.09717384928329269,-0.04901214996565229,241
fixation,0.528,0.08184010287697804,-0.04342995665152776,241
fixation,0.532,0.07331049742476711,-0.0457237191529096,241
fixation,0.536,0.06820424408431874,-0.053573235767712654,241
fixation,0.54,0.06081758664213201,-0.061823806025493734,241
fixation,0.544,0.048086713610760126,-0.06588801965622944,241
fixation,0.548,0.03300947816332406,-0.06446923341008237,241
fixation,0.552,0.02326035641901395,-0.05964449858220704,241
fixation,0.556,0.025762309591815427,-0.05521544392473379,241
fixation,0.56,0.04176694208953924,-0.05504680170431529,241
fixation,0.5640000000000001,0.06689766073878002,-0.061614517959434546,241
fixation,0.5680000000000001,0.0948878897525669,-0.0747609675787483,241
fixation,0.5720000000000001,0.12044022819474032,-0.09121609398517021,241
fixation,0.5760000000000001,0.14036850447749277,-0.10546237791542097,241
fixation,0.58,0.15353273625981867,-0.11144177889052374,241
