configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,stlsq_threshold,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,35.0,,,10000.0,2,2,1,4.0,4.0,0,0.0,finite_difference,success,,9,12,75.0,2.580471696332097,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 233.19783228315467, -239.33192441301102, 0.021815732838539742, 0.0, -0.005374917616785795], [0.0, 239.465825925106, -233.23690885477419, 0.2835770721232016, -0.5342995594702642, 0.23068554408026387]]",(x0)' =  233.198 x0 + -239.332 x1 +  0.022 x0^2 + -0.005 x1^2 | (x1)' =  239.466 x0 + -233.237 x1 +  0.284 x0^2 + -0.534 x0 x1 +  0.231 x1^2
2,35.0,,,10000.0,2,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,9,12,75.0,0.1430184431374073,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 233.46891877787988, -239.53548992434702, 0.020818187139065972, 0.0, -0.004657551067085678], [0.0, 239.67116190657055, -233.51292827583103, 0.28073982534438613, -0.5280072352551438, 0.22763188799439957]]",(x0)' =  233.469 x0 + -239.535 x1 +  0.021 x0^2 + -0.005 x1^2 | (x1)' =  239.671 x0 + -233.513 x1 +  0.281 x0^2 + -0.528 x0 x1 +  0.228 x1^2
3,35.0,,,10000.0,2,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,8,12,66.66666666666667,0.1236802376806736,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[0.0, 235.80891861477383, -241.24475767631176, 0.012346886905550062, 0.0, 0.0012034102101606229], [0.0, 241.4520981402686, -236.01535504169456, 0.021746045970024386, 0.0, -0.03484995968888446]]",(x0)' =  235.809 x0 + -241.245 x1 +  0.012 x0^2 +  0.001 x1^2 | (x1)' =  241.452 x0 + -236.015 x1 +  0.022 x0^2 + -0.035 x1^2
4,35.0,,,10000.0,2,2,2,8.0,8.0,0,0.0,finite_difference,success,,12,12,100.0,0.11329184845089912,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-36.85601524489294, 106.04627555496936, -117.5466202320111, -0.044717486392542666, 0.15554798651169052, -0.06878555082054974], [26.074650600231298, 117.65156918097921, -106.10910395238771, 0.12067218553964272, -0.22768554734369495, 0.06590105867208476]]",(x0)' = -36.856 1 +  106.046 x0 + -117.547 x1 + -0.045 x0^2 +  0.156 x0 x1 + -0.069 x1^2 | (x1)' =  26.075 1 +  117.652 x0 + -106.109 x1 +  0.121 x0^2 + -0.228 x0 x1 +  0.066 x1^2
5,35.0,,,10000.0,2,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,12,12,100.0,0.12270593270659447,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-36.070766157046336, 106.31501418605531, -117.70533668385647, -0.045930611357658795, 0.1558500983346473, -0.06854492823249954], [25.760089176763, 117.80782822410697, -106.37849486331109, 0.11962978695321029, -0.22476105877732994, 0.06474166502134263]]",(x0)' = -36.071 1 +  106.315 x0 + -117.705 x1 + -0.046 x0^2 +  0.156 x0 x1 + -0.069 x1^2 | (x1)' =  25.760 1 +  117.808 x0 + -106.378 x1 +  0.120 x0^2 + -0.225 x0 x1 +  0.065 x1^2
6,35.0,,,10000.0,2,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,11,12,91.66666666666667,0.13159487210214138,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-45.71791674532289, 108.6428052898049, -118.89229802782766, 0.021554054698801228, 0.0, 0.01269948987235566], [22.523186773769158, 119.08091667221282, -108.73622821104391, 0.10986726852475046, -0.19810151873428683, 0.05448232430165546]]",(x0)' = -45.718 1 +  108.643 x0 + -118.892 x1 +  0.022 x0^2 +  0.013 x1^2 | (x1)' =  22.523 1 +  119.081 x0 + -108.736 x1 +  0.110 x0^2 + -0.198 x0 x1 +  0.054 x1^2
7,35.0,,,10000.0,2,2,5,20.0,20.0,0,0.0,finite_difference,success,,10,12,83.33333333333333,0.1188889779150486,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-51.87470009906623, 21.677759684666185, -37.495429821658085, 0.022745217241152454, 0.026643733548223334, 0.0], [0.0, 37.812614587739404, -21.851653942570007, 0.06834094765004356, -0.08903424686226241, -0.021325145739926034]]",(x0)' = -51.875 1 +  21.678 x0 + -37.495 x1 +  0.023 x0^2 +  0.027 x0 x1 | (x1)' =  37.813 x0 + -21.852 x1 +  0.068 x0^2 + -0.089 x0 x1 + -0.021 x1^2
8,35.0,,,10000.0,2,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,10,12,83.33333333333333,0.12912261486053467,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-51.43787196833786, 21.900139378249023, -37.73514153985737, 0.021918582330016048, 0.02751616025238717, 0.0], [0.0, 38.04232653324181, -22.07208441841932, 0.06760164102646621, -0.08837052141468284, -0.02111916725002413]]",(x0)' = -51.438 1 +  21.900 x0 + -37.735 x1 +  0.022 x0^2 +  0.028 x0 x1 | (x1)' =  38.042 x0 + -22.072 x1 +  0.068 x0^2 + -0.088 x0 x1 + -0.021 x1^2
9,35.0,,,10000.0,2,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,9,12,75.0,0.12863324768841267,"[""1"", ""x0"", ""x1"", ""x0^2"", ""x0 x1"", ""x1^2""]","[[-38.12050613962638, 24.055181503887855, -39.85593734912848, 0.0, 0.04724326413180574, 0.0], [0.0, 40.106034541871, -24.261467608984855, 0.060526370305197454, -0.08104905311982619, -0.019229477722014672]]",(x0)' = -38.121 1 +  24.055 x0 + -39.856 x1 +  0.047 x0 x1 | (x1)' =  40.106 x0 + -24.261 x1 +  0.061 x0^2 + -0.081 x0 x1 + -0.019 x1^2
10,35.0,,,10000.0,2,4,1,4.0,12.0,0,0.0,finite_difference,success,,39,60,65.0,1.0985657684504986,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[-11.542769117867689, 431.92583763471845, -725.3599511209353, 398.77368303632375, -106.40646634540549, -0.020712505373530338, 0.0, 0.0, 0.12502028364038398, 0.5013767380629864, -1.2013645055177598, 0.0, 0.6844824393683452, 0.0, -0.08628587653707573], [0.0, 125.01248276900841, 0.009349669416828693, -125.04626575625866, 0.025223999310093205, -0.001485067986894835, 0.0028710576283550843, 0.0, 0.0, -0.00024043973395072442, -0.002309681921247256, 0.0, 0.0011669237487581022, 0.0, 0.0], [0.0, -0.052796845500374244, 125.11549847407522, -0.07158476995271172, -124.99102432274464, 0.0, 0.0, 0.0, 0.0, 0.00017529420700837682, -0.0002138390010385351, 0.0, 0.0, 0.0, 3.630807448777235e-05], [11.042581864697134, 106.1492828180395, -398.10524646258295, 724.8164201723542, -431.79359210677376, 0.06759313243390028, 0.0, 0.0, -0.12152785308123203, -0.7259900646509048, 1.4516976657711254, -0.07769594654012735, -0.6642415624761112, 0.0, 0.06760326129962978]]",(x0)' = -11.543 1 +  431.926 x0 + -725.360 x1 +  398.774 x2 + -106.406 x3 + -0.021 x0^2 +  0.125 x0 x3 +  0.501 x1^2 + -1.201 x1 x2 +  0.684 x2^2 + -0.086 x3^2 | (x1)' =  125.012 x0 +  0.009 x1 + -125.046 x2 +  0.025 x3 + -0.001 x0^2 +  0.003 x0 x1 + -0.002 x1 x2 +  0.001 x2^2 | (x2)' = -0.053 x0 +  125.115 x1 + -0.072 x2 + -124.991 x3 | (x3)' =  11.043 1 +  106.149 x0 + -398.105 x1 +  724.816 x2 + -431.794 x3 +  0.068 x0^2 + -0.122 x0 x3 + -0.726 x1^2 +  1.452 x1 x2 + -0.078 x1 x3 + -0.664 x2^2 +  0.068 x3^2
11,35.0,,,10000.0,2,4,1,4.0,12.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,39,60,65.0,0.6726920511573553,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[-11.144870225372635, 433.4228629226059, -728.6492960990428, 401.111333560428, -106.91501041488219, -0.022907287947781196, 0.0, 0.0, 0.12604916689908904, 0.5088673699366564, -1.207570716400942, 0.0, 0.6831266733226528, 0.0, -0.08514996324424082], [0.0, 124.995412985537, 0.06780809558941223, -125.1119682927617, 0.049670158833931104, -0.0021031677060521768, 0.004059735748511905, 0.0, 0.0, -0.00029838448972004415, -0.003346158868393609, 0.0, 0.0016903308662123756, 0.0, 0.0], [0.0, -0.08215462696579127, 125.1940404327876, -0.14241343991298294, -124.96948690791226, 0.0, 0.0, 0.0, 0.0, 0.0002335082645988441, -0.0002943028887718205, 0.0, 0.0, 0.0, 5.770010453895016e-05], [10.688082099011742, 106.68074586602656, -400.4994088233355, 728.1592023522616, -433.310171831933, 0.06663872460069642, 0.0, 0.0, -0.12016423686433267, -0.7115865273201322, 1.4187235284720603, -0.0718607718112808, -0.6488566117196434, 0.0, 0.06465030826095323]]",(x0)' = -11.145 1 +  433.423 x0 + -728.649 x1 +  401.111 x2 + -106.915 x3 + -0.023 x0^2 +  0.126 x0 x3 +  0.509 x1^2 + -1.208 x1 x2 +  0.683 x2^2 + -0.085 x3^2 | (x1)' =  124.995 x0 +  0.068 x1 + -125.112 x2 +  0.050 x3 + -0.002 x0^2 +  0.004 x0 x1 + -0.003 x1 x2 +  0.002 x2^2 | (x2)' = -0.082 x0 +  125.194 x1 + -0.142 x2 + -124.969 x3 | (x3)' =  10.688 1 +  106.681 x0 + -400.499 x1 +  728.159 x2 + -433.310 x3 +  0.067 x0^2 + -0.120 x0 x3 + -0.712 x1^2 +  1.419 x1 x2 + -0.072 x1 x3 + -0.649 x2^2 +  0.065 x3^2
12,35.0,,,10000.0,2,4,1,4.0,12.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,37,60,61.666666666666664,0.5962193682789803,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[-8.051213241800124, 444.66745983833505, -752.6206321521961, 417.02775873822213, -109.814386981752, -0.044407311199489624, 0.0, 0.0, 0.13877224335863939, 0.5929085113868041, -1.2941513298586595, 0.0, 0.68523349318418, 0.0, -0.07667440573633384], [0.0, 125.49508136988239, -1.2142376902627137, -123.95211355587624, -0.3238942941898152, 0.0007206051147471368, 0.0, 0.0, 0.0, 0.0, -0.00036652552194481113, 0.0, -0.0024138774288451443, 0.0021247460287811596, 0.0], [0.0, 0.5089407171369631, 123.34222882886242, 1.9002509517721318, -125.75432222286341, 0.0, 0.0, 0.0, 0.0, 0.001717638037773016, -0.0022082602626016536, 0.0, 0.0, 0.0, 0.0004956929111307573], [7.929049365310348, 110.42553970413412, -418.96246473558386, 754.8422018699324, -445.5628510978189, 0.02345370212367508, 0.0, 0.0, 0.0, -0.30277367433732344, 0.5316743593886372, -0.08853807536396986, -0.168270203653955, 0.0, 0.0029175567042443156]]",(x0)' = -8.051 1 +  444.667 x0 + -752.621 x1 +  417.028 x2 + -109.814 x3 + -0.044 x0^2 +  0.139 x0 x3 +  0.593 x1^2 + -1.294 x1 x2 +  0.685 x2^2 + -0.077 x3^2 | (x1)' =  125.495 x0 + -1.214 x1 + -123.952 x2 + -0.324 x3 +  0.001 x0^2 + -0.002 x2^2 +  0.002 x2 x3 | (x2)' =  0.509 x0 +  123.342 x1 +  1.900 x2 + -125.754 x3 +  0.002 x1^2 + -0.002 x1 x2 | (x3)' =  7.929 1 +  110.426 x0 + -418.962 x1 +  754.842 x2 + -445.563 x3 +  0.023 x0^2 + -0.303 x1^2 +  0.532 x1 x2 + -0.089 x1 x3 + -0.168 x2^2 +  0.003 x3^2
13,35.0,,,10000.0,2,4,2,8.0,24.0,0,0.0,finite_difference,success,,43,60,71.66666666666667,0.7343505527824163,"[""1"", ""x0"", ""x1"", ""x2"", ""x3"", ""x0^2"", ""x0 x1"", ""x0 x2"", ""x0 x3"", ""x1^2"", ""x1 x2"", ""x1 x3"", ""x2^2"", ""x2 x3"", ""x3^2""]","[[-43.7956517192269, 169.95083472089914, -267.25040181676576, 130.35186512297727, -36.962891570603546, 0.08157543336209186, -0.1370447561016803, 0.0, 0.06496651304474488, 0.179978942398019, -0.20443801899741632, -0.16893160060445914, 0.0, 0.3161808702213776, -0.121998035003056], [0.0, 56.522900449709454, 32.953156125658964, -107.66344712246983, 19.208492781028934, 0.008176540084394437, -0.039683753586818166, 0.0, 0.0, 0.0, 0.08648329008831583, 0.0, -0.06167876187058032, 0.0, 0.006219083403387685], [0.0, -19.112191117380352, 107.40985527400429, -32.72815932190652, -56.595406536505884, -0.0013849946823107442, 0.0, 0.0, 0.0, 0.05682747042432333, -0.0981501864203235, 0.0, 0.0, 0.07265824747499101, -0.028667433273723758], [34.886860495407284, 36.35352637846906, -129.2829264278202, 266.7186972689267, -169.86081273771805, 0.03628440479497189, -0.15067110092454153, 0.09848365273798831, 0.0, 0.0, 0.0, 0.08203681840440152, 0.12121822364922492, -0.24827720454943175, 0.05277415945636399]]",(x0)' = -43.796 1 +  169.951 x0 + -267.250 x1 +  130.352 x2 + -36.963 x3 +  0.082 x0^2 + -0.137 x0 x1 +  0.065 x0 x3 +  0.180 x1^2 + -0.204 x1 x2 + -0.169 x1 x3 +  0.316 x2 x3 + -0.122 x3^2 | (x1)' =  56.523 x0 +  32.953 x1 + -107.663 x2 +  19.208 x3 +  0.008 x0^2 + -0.040 x0 x1 +  0.086 x1 x2 + -0.062 x2^2 +  0.006 x3^2 | (x2)' = -19.112 x0 +  107.410 x1 + -32.728 x2 + -56.595 x3 + -0.001 x0^2 +  0.057 x1^2 + -0.098 x1 x2 +  0.073 x2 x3 + -0.029 x3^2 | (x3)' =  34.887 1 +  36.354 x0 + -129.283 x1 +  266.719 x2 + -169.861 x3 +  0.036 x0^2 + -0.151 x0 x1 +  0.098 x0 x2 +  0.082 x1 x3 +  0.121 x2^2 + -0.248 x2 x3 +  0.053 x3^2
