configuration_index,lowpass_hz,global_zscore_mean,global_zscore_std,stlsq_threshold,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,smooth_window_samples,smooth_window_ms,derivative_method,fit_status,fit_failure_reason,nonzero_terms,possible_terms,term_utilization_percent,fit_runtime_s,feature_names_json,coefficients_json,equations
1,80.0,,,10000.0,1,2,1,4.0,4.0,0,0.0,finite_difference,success,,4,6,66.66666666666667,1.3910777168348432,"[""1"", ""x0"", ""x1""]","[[0.0, 197.0172185139639, -206.05327268047105], [0.0, 206.1124922541428, -197.07960103195933]]",(x0)' =  197.017 x0 + -206.053 x1 | (x1)' =  206.112 x0 + -197.080 x1
2,80.0,,,10000.0,1,2,1,4.0,4.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,4,6,66.66666666666667,0.11481230519711971,"[""1"", ""x0"", ""x1""]","[[0.0, 211.94030714595323, -220.04651513331362], [0.0, 220.11859675662228, -212.01575170837722]]",(x0)' =  211.940 x0 + -220.047 x1 | (x1)' =  220.119 x0 + -212.016 x1
3,80.0,,,10000.0,1,2,1,4.0,4.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,4,6,66.66666666666667,0.11277831345796585,"[""1"", ""x0"", ""x1""]","[[0.0, 231.0830825988333, -236.97140802415456], [0.0, 236.91480056233365, -231.03178932707254]]",(x0)' =  231.083 x0 + -236.971 x1 | (x1)' =  236.915 x0 + -231.032 x1
4,80.0,,,10000.0,1,2,2,8.0,8.0,0,0.0,finite_difference,success,,4,6,66.66666666666667,0.0962894344702363,"[""1"", ""x0"", ""x1""]","[[0.0, 81.89456721732647, -95.37696876811502], [0.0, 95.37847874707711, -81.8957955649984]]",(x0)' =  81.895 x0 + -95.377 x1 | (x1)' =  95.378 x0 + -81.896 x1
5,80.0,,,10000.0,1,2,2,8.0,8.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,4,6,66.66666666666667,0.10622935276478529,"[""1"", ""x0"", ""x1""]","[[0.0, 90.44370457222674, -103.62698967999525], [0.0, 103.61945279637467, -90.43118283094364]]",(x0)' =  90.444 x0 + -103.627 x1 | (x1)' =  103.619 x0 + -90.431 x1
6,80.0,,,10000.0,1,2,2,8.0,8.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,4,6,66.66666666666667,0.10726331174373627,"[""1"", ""x0"", ""x1""]","[[0.0, 105.29285477225993, -116.07268067327566], [0.0, 116.01032247498249, -105.22602244484995]]",(x0)' =  105.293 x0 + -116.073 x1 | (x1)' =  116.010 x0 + -105.226 x1
7,80.0,,,10000.0,1,2,5,20.0,20.0,0,0.0,finite_difference,success,,4,6,66.66666666666667,0.0862968098372221,"[""1"", ""x0"", ""x1""]","[[0.0, 18.261412850055223, -32.46911866009664], [0.0, 32.47721162276959, -18.282583603233043]]",(x0)' =  18.261 x0 + -32.469 x1 | (x1)' =  32.477 x0 + -18.283 x1
8,80.0,,,10000.0,1,2,5,20.0,20.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,4,6,66.66666666666667,0.1007154593244195,"[""1"", ""x0"", ""x1""]","[[0.0, 18.594624461031664, -32.71155670075316], [0.0, 32.717786572677284, -18.614286756030094]]",(x0)' =  18.595 x0 + -32.712 x1 | (x1)' =  32.718 x0 + -18.614 x1
9,80.0,,,10000.0,1,2,5,20.0,20.0,9,36.0,smoothed_finite_difference_savgol_order_3,success,,4,6,66.66666666666667,0.1027944190427661,"[""1"", ""x0"", ""x1""]","[[0.0, 22.620378155282733, -37.72804884230708], [0.0, 37.74359200914654, -22.650867314798376]]",(x0)' =  22.620 x0 + -37.728 x1 | (x1)' =  37.744 x0 + -22.651 x1
10,80.0,,,10000.0,1,4,1,4.0,12.0,0,0.0,finite_difference,success,,14,20,70.0,0.18421183619648218,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[0.0, 260.2582316505101, -375.4391494978873, 167.3471668855626, -59.49981215289556], [0.0, 125.04192954639281, 0.0, -125.10091620400986, 0.05611538763904506], [0.0, -0.03972373025796703, 125.0607870549679, 0.0, -125.02683618882136], [0.0, 59.510265761265956, -167.41147877417197, 375.5556967769796, -260.31428014791885]]",(x0)' =  260.258 x0 + -375.439 x1 +  167.347 x2 + -59.500 x3 | (x1)' =  125.042 x0 + -125.101 x2 +  0.056 x3 | (x2)' = -0.040 x0 +  125.061 x1 + -125.027 x3 | (x3)' =  59.510 x0 + -167.411 x1 +  375.556 x2 + -260.314 x3
11,80.0,,,10000.0,1,4,1,4.0,12.0,5,20.0,smoothed_finite_difference_savgol_order_3,success,,16,20,80.0,0.20441782008856535,"[""1"", ""x0"", ""x1"", ""x2"", ""x3""]","[[0.0, 311.2690934914228, -472.7822584501351, 227.40928495792232, -71.00402317804998], [0.0, 124.91467740087063, 0.3509822231019455, -125.46121771437595, 0.19228723057565827], [0.0, -0.17492330668457914, 125.40206829252827, -0.32763086245765444, -124.90591443933806], [0.0, 71.09837497535906, -227.68631647242685, 473.0762847093804, -311.3718440517207]]",(x0)' =  311.269 x0 + -472.782 x1 +  227.409 x2 + -71.004 x3 | (x1)' =  124.915 x0 +  0.351 x1 + -125.461 x2 +  0.192 x3 | (x2)' = -0.175 x0 +  125.402 x1 + -0.328 x2 + -124.906 x3 | (x3)' =  71.098 x0 + -227.686 x1 +  473.076 x2 + -311.372 x3
