configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,threshold,max_iter,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
58,3,35.0,6,2,0,0.05,20000.0,20,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.6445574954725659,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,150,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.6363581885995594,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,20,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.6579827745491724,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,150,4,False,integration error: simulation exceeded 30 wall-clock seconds,0.6580665736212993,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,20,1088,False,integration error: simulation exceeded 30 wall-clock seconds,0.711039499318051,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,150,1088,False,integration error: simulation exceeded 30 wall-clock seconds,0.7100265291050568,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,20,1088,False,integration error: simulation exceeded 30 wall-clock seconds,0.8620373166820812,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,150,1088,False,integration error: simulation exceeded 30 wall-clock seconds,0.8626767948751753,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,20,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.8387361935878468,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,150,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.8427513743103021,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,20,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.9159847685636906,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,150,622,False,integration error: simulation exceeded 30 wall-clock seconds,0.9236820484791246,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,20,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.739907625152132,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,150,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.7383060344470009,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,20,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.7478476903330946,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,150,620,False,integration error: simulation exceeded 30 wall-clock seconds,0.7402395409920719,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,20,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.0641293534926526,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,150,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.0589344383593156,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,20,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.0179225566785206,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,150,2,False,integration error: simulation exceeded 30 wall-clock seconds,1.0065448052200592,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,20,3,False,integration error: simulation exceeded 30 wall-clock seconds,0.11780930589971907,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,150,3,False,integration error: simulation exceeded 30 wall-clock seconds,0.11780930589971907,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,20,3,False,integration error: simulation exceeded 30 wall-clock seconds,0.18565620156407267,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,150,3,False,integration error: simulation exceeded 30 wall-clock seconds,0.18565620156407267,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,20,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.8701772026694109,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,150,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.8658598716252928,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,20,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.6778291053117853,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,150,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.6792692986137767,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,20,778,False,integration error: simulation exceeded 30 wall-clock seconds,1.0381187131489533,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,150,778,False,integration error: simulation exceeded 30 wall-clock seconds,1.0373938835369307,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,20,778,False,integration error: simulation exceeded 30 wall-clock seconds,1.0298107249357145,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,150,778,False,integration error: simulation exceeded 30 wall-clock seconds,1.031892919984595,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,20,312,False,integration error: simulation exceeded 30 wall-clock seconds,0.8464760544177518,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.05,20000.0,150,312,False,integration error: simulation exceeded 30 wall-clock seconds,0.8462014022195964,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,20,312,False,integration error: simulation exceeded 30 wall-clock seconds,0.8131755161018795,nan,nan,nan,nan,nan,nan
58,3,35.0,6,2,0,0.0,20000.0,150,312,False,integration error: simulation exceeded 30 wall-clock seconds,0.8082417688925685,nan,nan,nan,nan,nan,nan
