configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,threshold,max_iter,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
49,3,35.0,4,2,0,0.05,20000.0,20,4,True,,2.0,30.186876311142974,0.06281998873472593,0.70248962842146,1.048245238428462,0.15570128917412093,0.0499001996007984
49,3,35.0,4,2,0,0.05,20000.0,150,4,True,,2.0,30.186876311142974,0.06281998873472593,0.70248962842146,1.048245238428462,0.15570128917412093,0.0499001996007984
49,3,35.0,4,2,0,0.0,20000.0,20,4,False,integration error: simulation exceeded 30 wall-clock seconds,1.9777285929951227,nan,nan,nan,nan,nan,nan
49,3,35.0,4,2,0,0.0,20000.0,150,4,False,integration error: simulation exceeded 30 wall-clock seconds,1.973822643230009,nan,nan,nan,nan,nan,nan
49,3,35.0,4,2,0,0.05,20000.0,20,1088,True,,2.0,64.16688542284693,-0.02389543831373877,0.7765581542139303,1.069636225940388,0.17693962132456167,0.1536926147704591
49,3,35.0,4,2,0,0.05,20000.0,150,1088,True,,2.0,64.16688542284693,-0.02389543831373877,0.7765581542139303,1.069636225940388,0.17693962132456167,0.1536926147704591
49,3,35.0,4,2,0,0.0,20000.0,20,1088,True,,2.0,62.153243140151986,-0.06804094692913029,0.6830895516040292,1.0461540254265667,0.18290454357037436,0.10578842315369262
49,3,35.0,4,2,0,0.0,20000.0,150,1088,True,,2.0,62.153243140151986,-0.06804094692913029,0.6830895516040292,1.0461540254265667,0.18290454357037436,0.10578842315369262
49,3,35.0,4,2,0,0.05,20000.0,20,622,True,,2.0,51.28706467299797,-0.014266674416784053,0.6615684939986775,0.9678330849834249,0.03493806466941978,0.1277445109780439
49,3,35.0,4,2,0,0.05,20000.0,150,622,True,,2.0,51.28706467299797,-0.014266674416784053,0.6615684939986775,0.9678330849834249,0.03493806466941978,0.1277445109780439
49,3,35.0,4,2,0,0.0,20000.0,20,622,True,,2.0,53.03580991941618,-0.013360201307999479,0.8312076782476046,1.12654700494804,0.026949155860660535,0.1437125748502994
49,3,35.0,4,2,0,0.0,20000.0,150,622,True,,2.0,53.03580991941618,-0.013360201307999479,0.8312076782476046,1.12654700494804,0.026949155860660535,0.1437125748502994
49,3,35.0,4,2,0,0.05,20000.0,20,620,True,,2.0,36.88368135860263,0.10068152963827838,0.4648470591607737,0.5193712914701202,0.11225597717643447,0.2994011976047904
49,3,35.0,4,2,0,0.05,20000.0,150,620,True,,2.0,36.88368135860263,0.10068152963827838,0.4648470591607737,0.5193712914701202,0.11225597717643447,0.2994011976047904
49,3,35.0,4,2,0,0.0,20000.0,20,620,True,,2.0,37.2882099571218,0.0821636822933566,0.4193359212101468,0.4791682203835361,0.1196076552866852,0.31736526946107785
49,3,35.0,4,2,0,0.0,20000.0,150,620,True,,2.0,37.2882099571218,0.0821636822933566,0.4193359212101468,0.4791682203835361,0.1196076552866852,0.31736526946107785
49,3,35.0,4,2,0,0.05,20000.0,20,2,True,,2.0,62.87818638372378,-0.04993584658284718,0.8539843719524365,0.9511061023980144,0.012021516997802727,0.059880239520958084
49,3,35.0,4,2,0,0.05,20000.0,150,2,True,,2.0,62.87818638372378,-0.04993584658284718,0.8539843719524365,0.9511061023980144,0.012021516997802727,0.059880239520958084
49,3,35.0,4,2,0,0.0,20000.0,20,2,True,,2.0,59.6984346083223,-0.0260929707402964,0.8915455728191384,0.9373920247447787,0.009668095282066417,0.059880239520958084
49,3,35.0,4,2,0,0.0,20000.0,150,2,True,,2.0,59.6984346083223,-0.0260929707402964,0.8915455728191384,0.9373920247447787,0.009668095282066417,0.059880239520958084
49,3,35.0,4,2,0,0.05,20000.0,20,3,True,,2.0,39.55739079338712,0.11875768149971071,0.8316001047463251,1.3374206144914806,0.21036192553063404,0.21956087824351297
49,3,35.0,4,2,0,0.05,20000.0,150,3,True,,2.0,39.55739079338712,0.11875768149971071,0.8316001047463251,1.3374206144914806,0.21036192553063404,0.21956087824351297
49,3,35.0,4,2,0,0.0,20000.0,20,3,True,,2.0,37.70019033290888,0.19067104142293773,0.8063632901671616,1.380942435415541,0.20927965674872892,0.2155688622754491
49,3,35.0,4,2,0,0.0,20000.0,150,3,True,,2.0,37.70019033290888,0.19067104142293773,0.8063632901671616,1.380942435415541,0.20927965674872892,0.2155688622754491
49,3,35.0,4,2,0,0.05,20000.0,20,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.2041946219265475,nan,nan,nan,nan,nan,nan
49,3,35.0,4,2,0,0.05,20000.0,150,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.20419462192654084,nan,nan,nan,nan,nan,nan
49,3,35.0,4,2,0,0.0,20000.0,20,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.5804739272621231,nan,nan,nan,nan,nan,nan
49,3,35.0,4,2,0,0.0,20000.0,150,1244,False,integration error: simulation exceeded 30 wall-clock seconds,0.5804739272621231,nan,nan,nan,nan,nan,nan
49,3,35.0,4,2,0,0.05,20000.0,20,778,True,,2.0,49.072477952993985,0.15675225632170567,0.9120939175127776,1.406751752350246,0.3373846580642397,0.18562874251497005
49,3,35.0,4,2,0,0.05,20000.0,150,778,True,,2.0,49.072477952993985,0.15675225632170567,0.9120939175127776,1.406751752350246,0.3373846580642397,0.18562874251497005
49,3,35.0,4,2,0,0.0,20000.0,20,778,True,,2.0,53.72713784941587,-0.0889901632410534,1.041308039920225,1.4399141417715118,0.39044608476177217,0.20159680638722555
49,3,35.0,4,2,0,0.0,20000.0,150,778,True,,2.0,53.72713784941587,-0.0889901632410534,1.041308039920225,1.4399141417715118,0.39044608476177217,0.20159680638722555
49,3,35.0,4,2,0,0.05,20000.0,20,312,True,,2.0,37.324823136815695,0.1064563330798332,0.644715722461322,0.8722315271344766,0.22099223465823672,0.0658682634730539
49,3,35.0,4,2,0,0.05,20000.0,150,312,True,,2.0,37.324823136815695,0.1064563330798332,0.644715722461322,0.8722315271344766,0.22099223465823672,0.0658682634730539
49,3,35.0,4,2,0,0.0,20000.0,20,312,True,,2.0,40.57087558928001,0.02391874356718899,0.7044184022888248,0.9785057436454052,0.21798795220363132,0.0499001996007984
49,3,35.0,4,2,0,0.0,20000.0,150,312,True,,2.0,40.57087558928001,0.02391874356718899,0.7044184022888248,0.9785057436454052,0.21798795220363132,0.0499001996007984
