configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,threshold,max_iter,trial_id,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
118,7,35.0,4,1,0,0.05,20000.0,20,4,False,integration error: simulation exceeded 120 wall-clock seconds,1.1101053903439309,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,150,4,False,integration error: simulation exceeded 120 wall-clock seconds,1.1008677656518466,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,20,4,False,integration error: simulation exceeded 120 wall-clock seconds,0.9782582456839741,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,150,4,False,integration error: simulation exceeded 120 wall-clock seconds,0.9794001598611801,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,20,1088,False,integration error: simulation exceeded 120 wall-clock seconds,1.179020891368501,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,150,1088,False,integration error: simulation exceeded 120 wall-clock seconds,1.1816369041445771,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,20,1088,False,integration error: simulation exceeded 120 wall-clock seconds,1.1385153420342191,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,150,1088,False,integration error: simulation exceeded 120 wall-clock seconds,1.1385153420342191,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,20,622,False,integration error: simulation exceeded 120 wall-clock seconds,1.4978703172447396,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,150,622,False,integration error: simulation exceeded 120 wall-clock seconds,1.5229251767299776,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,20,622,False,integration error: simulation exceeded 120 wall-clock seconds,1.2857975569745321,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,150,622,False,integration error: simulation exceeded 120 wall-clock seconds,1.2710665669292267,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,20,620,False,integration error: simulation exceeded 120 wall-clock seconds,0.6683171242469459,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,150,620,False,integration error: simulation exceeded 120 wall-clock seconds,0.6728336854265469,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,20,620,False,integration error: simulation exceeded 120 wall-clock seconds,0.7376102270636724,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,150,620,False,integration error: simulation exceeded 120 wall-clock seconds,0.7376102270636724,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,20,2,False,integration error: simulation exceeded 120 wall-clock seconds,1.358258634078445,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,150,2,False,integration error: simulation exceeded 120 wall-clock seconds,1.355342026480538,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,20,2,False,integration error: simulation exceeded 120 wall-clock seconds,1.1360011586495842,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,150,2,False,integration error: simulation exceeded 120 wall-clock seconds,1.138874298994035,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,20,3,False,integration error: simulation exceeded 120 wall-clock seconds,1.3502991299350953,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,150,3,False,integration error: simulation exceeded 120 wall-clock seconds,1.368330106859657,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,20,3,False,integration error: simulation exceeded 120 wall-clock seconds,1.2211094896955088,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,150,3,False,integration error: simulation exceeded 120 wall-clock seconds,1.216461793551829,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,20,1244,False,integration error: simulation exceeded 120 wall-clock seconds,1.4628559144780824,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,150,1244,False,integration error: simulation exceeded 120 wall-clock seconds,1.4575376851164519,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,20,1244,False,integration error: simulation exceeded 120 wall-clock seconds,1.2398668287151193,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,150,1244,False,integration error: simulation exceeded 120 wall-clock seconds,1.2417073380390176,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,20,778,False,integration error: simulation exceeded 120 wall-clock seconds,1.3237173333251313,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,150,778,False,integration error: simulation exceeded 120 wall-clock seconds,1.3151501702618857,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,20,778,False,integration error: simulation exceeded 120 wall-clock seconds,1.1728710569573595,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,150,778,False,integration error: simulation exceeded 120 wall-clock seconds,1.1678948269024616,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,20,312,False,integration error: simulation exceeded 120 wall-clock seconds,1.302960999204092,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.05,20000.0,150,312,False,integration error: simulation exceeded 120 wall-clock seconds,1.3084283068087936,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,20,312,False,integration error: simulation exceeded 120 wall-clock seconds,1.1568749890768544,nan,nan,nan,nan,nan,nan
118,7,35.0,4,1,0,0.0,20000.0,150,312,False,integration error: simulation exceeded 120 wall-clock seconds,1.1690886608343862,nan,nan,nan,nan,nan,nan
