source,trial_type,channel,random_seed,train_trials,test_trials,train_trial_ids,test_trial_ids,downsample,lowpass_hz,normalize,window_start,window_end,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,threshold,smooth_window,dt,train_score_r2,test_score_r2,test_derivative_rmse,nonzero_terms,jacobian_max_real,jacobian_eigenvalues,dynamic_status,rejection_reason,simulated_test_trials,trajectory_rmse,x0_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,autocorrelation_similarity,distribution_ks,equations,error
lfp,fixation,0,0,9,3,4 155 312 0 3 156 311 158 1,310 2 157,2,80.0,zscore,,,1,2,1,4.0,4.0,0.05,0,0.004,0.8187539256392018,0.83285638139484,24.108040796306536,4,-0.15247397211480118,-0.152474+56.6939j;-0.152474-56.6939j,rejected,PSD similarity below threshold,3,1.5212520419450086,1.5222099352259908,-0.0463172699529677,0.6954041371536523,1.1005561454140114,0.15027663749425837,0.10813273655193197,0.2671957671957672,(x0)' =  196.753 x0 + -204.759 x1 | (x1)' =  205.050 x0 + -197.058 x1,
