source,trial_type,channel,random_seed,train_trials,test_trials,train_trial_ids,test_trial_ids,downsample,lowpass_hz,normalize,window_start,window_end,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,threshold,smooth_window,dt,train_score_r2,test_score_r2,test_derivative_rmse,nonzero_terms,jacobian_max_real,jacobian_eigenvalues,dynamic_status,rejection_reason,simulated_test_trials,trajectory_rmse,x0_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,autocorrelation_similarity,distribution_ks,equations,error
lorenz,fixation,0,0,4,2,2 1 5 3,4 0,1,,,,,2,1,1,10.0,0.0,0.05,0,0.01,0.9999862695838089,0.9999864117408525,0.24119771627037964,7,-4.454457265454256,-4.71933+0j;-4.45446+10.0732j;-4.45446-10.0732j,viable,,2,0.11624108735430909,0.07999236600746072,0.9999777627203599,0.9996711842660158,0.4524789732294503,0.9999924788702967,0.9999935375282087,0.0196078431372549,(x0)' = -9.988 x0 +  9.988 x1 | (x1)' =  27.850 x0 + -0.980 x1 + -0.995 x0 x2 | (x2)' = -2.660 x2 +  0.998 x0 x1,
