channel,n_delays,delay_samples_after_downsample,downsample,dt,train_trials,test_trials,min_train_embedded_samples,min_test_embedded_samples,threshold,degree,smooth_window,train_score_r2,test_score_r2,nonzero_terms
0,2,5,10,0.02,22,8,60,60,0.05,1,9,-0.11170851105056956,-0.037808631060926357,6
0,4,5,10,0.02,22,8,50,50,0.05,1,9,-0.1353719142947588,-0.07481479612836917,17
0,6,5,10,0.02,22,8,40,40,0.05,1,9,-0.15112087587595593,-0.0912924263609058,38
0,8,5,10,0.02,22,8,30,30,0.05,1,9,-0.15621062188689078,-0.09657140453479554,67
0,10,5,10,0.02,22,8,20,20,0.05,1,9,-0.15611839881458384,-0.096825028121681,100
0,12,5,10,0.02,22,8,10,10,0.05,1,9,-0.15484362036536845,-0.11223586112791446,141
