source,trial_type,channel,random_seed,train_trials,test_trials,train_trial_ids,test_trial_ids,downsample,lowpass_hz,normalize,window_start,window_end,degree,n_delays,delay_samples,delay_ms,embedding_span_ms,threshold,smooth_window,dt,train_score_r2,test_score_r2,test_derivative_rmse,nonzero_terms,jacobian_max_real,jacobian_eigenvalues,dynamic_status,rejection_reason,simulated_test_trials,trajectory_rmse,x0_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,autocorrelation_similarity,distribution_ks,equations,error
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,2,5,20.0,20.0,0.1,0,0.004,0.3038098503919297,0.28341175826235965,46.7517229573101,4,-0.013526937037155759,-0.0135269+31.7356j;-0.0135269-31.7356j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.3017142361159226,1.3033428404907275,0.03251798559574428,0.4658882773024322,0.9826548264690234,0.15444396052014342,0.17280953509491825,0.2173430915945886,(x0)' =  20.538 x0 + -37.800 x1 | (x1)' =  37.818 x0 + -20.565 x1,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,2,5,20.0,20.0,0.2,0,0.004,0.3038098503919297,0.28341175826235965,46.7517229573101,4,-0.013526937037155759,-0.0135269+31.7356j;-0.0135269-31.7356j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.3017142361159226,1.3033428404907275,0.03251798559574428,0.4658882773024322,0.9826548264690234,0.15444396052014342,0.17280953509491825,0.2173430915945886,(x0)' =  20.538 x0 + -37.800 x1 | (x1)' =  37.818 x0 + -20.565 x1,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,4,1,4.0,12.0,0.01,0,0.004,0.9988476838037013,0.998848246270621,1.8742090412987478,16,0.005369204897421993,0.0053692+143.246j;0.0053692-143.246j;-0.026278+39.7143j;-0.026278-39.7143j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.377802156641916,1.3799406150265332,0.04480845552161409,0.5689370906319283,1.0830444700662298,0.1739013817731518,0.17533965528745152,0.2191173209137281,(x0)' =  430.961 x0 + -723.456 x1 +  397.481 x2 + -106.234 x3 | (x1)' =  125.025 x0 + -0.024 x1 + -125.012 x2 +  0.012 x3 | (x2)' = -0.048 x0 +  125.106 x1 + -0.064 x2 + -124.993 x3 | (x3)' =  106.184 x0 + -397.344 x1 +  723.324 x2 + -430.916 x3,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,4,1,4.0,12.0,0.05,0,0.004,0.9988476834953217,0.9988482463797994,1.8742089525101442,15,0.0323773714425348,0.0323774+143.233j;0.0323774-143.233j;0.00943247+39.7105j;0.00943247-39.7105j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.4052544212579745,1.4075662648780678,0.04555973705971356,0.583014400417748,1.142500047026125,0.17397907729305306,0.17539339005060584,0.22355289421157684,(x0)' =  430.961 x0 + -723.456 x1 +  397.481 x2 + -106.234 x3 | (x1)' =  125.025 x0 + -0.024 x1 + -125.012 x2 +  0.012 x3 | (x2)' =  124.976 x1 +  0.062 x2 + -125.037 x3 | (x3)' =  106.184 x0 + -397.344 x1 +  723.324 x2 + -430.916 x3,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,4,1,4.0,12.0,0.1,0,0.004,0.998847682176385,0.998848245930007,1.8742093182986375,12,0.02253805456654167,0.0225381+143.114j;0.0225381-143.114j;0.00016655+39.6745j;0.00016655-39.6745j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.3970468529353577,1.3992124434759017,0.04701766428380891,0.5749545202499271,1.1269369979942478,0.17374644619699098,0.17476642709582257,0.22355289421157684,(x0)' =  430.961 x0 + -723.456 x1 +  397.481 x2 + -106.234 x3 | (x1)' =  125.007 x0 + -125.008 x2 | (x2)' =  125.007 x1 + -125.005 x3 | (x3)' =  106.184 x0 + -397.344 x1 +  723.324 x2 + -430.916 x3,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,4,1,4.0,12.0,0.2,0,0.004,0.998847682176385,0.998848245930007,1.8742093182986375,12,0.02253805456654167,0.0225381+143.114j;0.0225381-143.114j;0.00016655+39.6745j;0.00016655-39.6745j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.3970468529353577,1.3992124434759017,0.04701766428380891,0.5749545202499271,1.1269369979942478,0.17374644619699098,0.17476642709582257,0.22355289421157684,(x0)' =  430.961 x0 + -723.456 x1 +  397.481 x2 + -106.234 x3 | (x1)' =  125.007 x0 + -125.008 x2 | (x2)' =  125.007 x1 + -125.005 x3 | (x3)' =  106.184 x0 + -397.344 x1 +  723.324 x2 + -430.916 x3,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,4,2,8.0,24.0,0.01,0,0.004,0.9804714031583134,0.9804463432884232,7.7228563478551076,16,0.014627102637360802,0.0146271+131.338j;0.0146271-131.338j;-0.00274854+35.7119j;-0.00274854-35.7119j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.4879387305686804,1.4916690461495634,0.030528299335300213,0.6553683086402842,1.2464348352873948,0.17231780753101245,0.1303726736654202,0.19316921712131294,(x0)' =  168.619 x0 + -265.406 x1 +  128.880 x2 + -36.662 x3 | (x1)' =  56.734 x0 +  32.710 x1 + -107.609 x2 +  19.360 x3 | (x2)' = -19.357 x0 +  107.594 x1 + -32.691 x2 + -56.742 x3 | (x3)' =  36.647 x0 + -128.837 x1 +  265.372 x2 + -168.614 x3,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,4,2,8.0,24.0,0.05,0,0.004,0.9804714031583134,0.9804463432884232,7.7228563478551076,16,0.014627102637360802,0.0146271+131.338j;0.0146271-131.338j;-0.00274854+35.7119j;-0.00274854-35.7119j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.4879387305686804,1.4916690461495634,0.030528299335300213,0.6553683086402842,1.2464348352873948,0.17231780753101245,0.1303726736654202,0.19316921712131294,(x0)' =  168.619 x0 + -265.406 x1 +  128.880 x2 + -36.662 x3 | (x1)' =  56.734 x0 +  32.710 x1 + -107.609 x2 +  19.360 x3 | (x2)' = -19.357 x0 +  107.594 x1 + -32.691 x2 + -56.742 x3 | (x3)' =  36.647 x0 + -128.837 x1 +  265.372 x2 + -168.614 x3,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,4,2,8.0,24.0,0.1,0,0.004,0.9804714031583134,0.9804463432884232,7.7228563478551076,16,0.014627102637360802,0.0146271+131.338j;0.0146271-131.338j;-0.00274854+35.7119j;-0.00274854-35.7119j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.4879387305686804,1.4916690461495634,0.030528299335300213,0.6553683086402842,1.2464348352873948,0.17231780753101245,0.1303726736654202,0.19316921712131294,(x0)' =  168.619 x0 + -265.406 x1 +  128.880 x2 + -36.662 x3 | (x1)' =  56.734 x0 +  32.710 x1 + -107.609 x2 +  19.360 x3 | (x2)' = -19.357 x0 +  107.594 x1 + -32.691 x2 + -56.742 x3 | (x3)' =  36.647 x0 + -128.837 x1 +  265.372 x2 + -168.614 x3,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,4,2,8.0,24.0,0.2,0,0.004,0.9804714031583134,0.9804463432884232,7.7228563478551076,16,0.014627102637360802,0.0146271+131.338j;0.0146271-131.338j;-0.00274854+35.7119j;-0.00274854-35.7119j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.4879387305686804,1.4916690461495634,0.030528299335300213,0.6553683086402842,1.2464348352873948,0.17231780753101245,0.1303726736654202,0.19316921712131294,(x0)' =  168.619 x0 + -265.406 x1 +  128.880 x2 + -36.662 x3 | (x1)' =  56.734 x0 +  32.710 x1 + -107.609 x2 +  19.360 x3 | (x2)' = -19.357 x0 +  107.594 x1 + -32.691 x2 + -56.742 x3 | (x3)' =  36.647 x0 + -128.837 x1 +  265.372 x2 + -168.614 x3,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,4,5,20.0,60.0,0.01,0,0.004,0.4837268084161963,0.4731775921700555,40.079287943015764,17,-0.0059557030294504505,-0.023479+67.4636j;-0.023479-67.4636j;-0.0059557+14.497j;-0.0059557-14.497j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.498427403514523,1.512013841101039,-0.03676604883727013,0.760364102410214,1.2871515121079407,0.30743296274823206,0.333697085574355,0.17365269461077845,(x0)' =  20.142 x0 + -46.432 x1 +  14.376 x2 +  3.839 x3 | (x1)' =  34.634 x0 +  1.366 x1 + -41.245 x2 +  8.134 x3 | (x2)' = -8.117 x0 +  41.264 x1 + -1.393 x2 + -34.639 x3 | (x3)' = -0.013 1 + -3.851 x0 + -14.424 x1 +  46.507 x2 + -20.173 x3,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,4,5,20.0,60.0,0.05,0,0.004,0.4837267953703728,0.4731776181905316,40.079286951881755,16,-0.005958764152832345,-0.0234795+67.4636j;-0.0234795-67.4636j;-0.00595876+14.497j;-0.00595876-14.497j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.4983462941556622,1.5119213662613697,-0.036771112128434,0.7602389133264045,1.2870376845298035,0.3074328866173079,0.33369864898831597,0.17365269461077845,(x0)' =  20.142 x0 + -46.432 x1 +  14.376 x2 +  3.839 x3 | (x1)' =  34.634 x0 +  1.366 x1 + -41.245 x2 +  8.134 x3 | (x2)' = -8.117 x0 +  41.264 x1 + -1.393 x2 + -34.639 x3 | (x3)' = -3.851 x0 + -14.424 x1 +  46.507 x2 + -20.173 x3,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,4,5,20.0,60.0,0.1,0,0.004,0.4837267953703728,0.4731776181905316,40.079286951881755,16,-0.005958764152832345,-0.0234795+67.4636j;-0.0234795-67.4636j;-0.00595876+14.497j;-0.00595876-14.497j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.4983462941556622,1.5119213662613697,-0.036771112128434,0.7602389133264045,1.2870376845298035,0.3074328866173079,0.33369864898831597,0.17365269461077845,(x0)' =  20.142 x0 + -46.432 x1 +  14.376 x2 +  3.839 x3 | (x1)' =  34.634 x0 +  1.366 x1 + -41.245 x2 +  8.134 x3 | (x2)' = -8.117 x0 +  41.264 x1 + -1.393 x2 + -34.639 x3 | (x3)' = -3.851 x0 + -14.424 x1 +  46.507 x2 + -20.173 x3,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,4,5,20.0,60.0,0.2,0,0.004,0.4837267953703728,0.4731776181905316,40.079286951881755,16,-0.005958764152832345,-0.0234795+67.4636j;-0.0234795-67.4636j;-0.00595876+14.497j;-0.00595876-14.497j,rejected,PSD similarity below threshold; autocorrelation similarity below threshold,9,1.4983462941556622,1.5119213662613697,-0.036771112128434,0.7602389133264045,1.2870376845298035,0.3074328866173079,0.33369864898831597,0.17365269461077845,(x0)' =  20.142 x0 + -46.432 x1 +  14.376 x2 +  3.839 x3 | (x1)' =  34.634 x0 +  1.366 x1 + -41.245 x2 +  8.134 x3 | (x2)' = -8.117 x0 +  41.264 x1 + -1.393 x2 + -34.639 x3 | (x3)' = -3.851 x0 + -14.424 x1 +  46.507 x2 + -20.173 x3,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,6,1,4.0,20.0,0.01,0,0.004,0.999887255332243,0.9998981248735905,0.5574323065661774,36,0.0024729182557956643,-0.0433123+31.0267j;-0.0433123-31.0267j;-0.00657853+114.128j;-0.00657853-114.128j;0.00247292+186.088j;0.00247292-186.088j,rejected,PSD similarity below threshold,9,1.4714246385711383,1.4738176480421066,0.011355396756590258,0.7190099001293276,1.1866643010012083,0.15642154153662569,0.20281563707828562,0.173430915945886,(x0)' =  600.697 x0 + -1414.880 x1 +  1584.810 x2 + -1174.497 x3 +  497.433 x4 + -93.894 x5 | (x1)' =  125.327 x0 + -1.441 x1 + -122.163 x2 + -3.025 x3 +  1.699 x4 + -0.397 x5 | (x2)' =  0.499 x0 +  122.753 x1 +  4.346 x2 + -129.463 x3 +  2.423 x4 + -0.557 x5 | (x3)' =  0.322 x0 + -1.465 x1 +  127.764 x2 + -2.721 x3 + -123.582 x4 + -0.319 x5 | (x4)' = -0.152 x0 +  0.652 x1 + -1.331 x2 +  126.516 x3 + -0.897 x4 + -124.788 x5 | (x5)' =  93.308 x0 + -494.882 x1 +  1169.699 x2 + -1579.951 x3 +  1412.237 x4 + -600.080 x5,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,6,1,4.0,20.0,0.05,0,0.004,0.999887255332243,0.9998981248735905,0.5574323065661774,36,0.0024729182557956643,-0.0433123+31.0267j;-0.0433123-31.0267j;-0.00657853+114.128j;-0.00657853-114.128j;0.00247292+186.088j;0.00247292-186.088j,rejected,PSD similarity below threshold,9,1.4714246385711383,1.4738176480421066,0.011355396756590258,0.7190099001293276,1.1866643010012083,0.15642154153662569,0.20281563707828562,0.173430915945886,(x0)' =  600.697 x0 + -1414.880 x1 +  1584.810 x2 + -1174.497 x3 +  497.433 x4 + -93.894 x5 | (x1)' =  125.327 x0 + -1.441 x1 + -122.163 x2 + -3.025 x3 +  1.699 x4 + -0.397 x5 | (x2)' =  0.499 x0 +  122.753 x1 +  4.346 x2 + -129.463 x3 +  2.423 x4 + -0.557 x5 | (x3)' =  0.322 x0 + -1.465 x1 +  127.764 x2 + -2.721 x3 + -123.582 x4 + -0.319 x5 | (x4)' = -0.152 x0 +  0.652 x1 + -1.331 x2 +  126.516 x3 + -0.897 x4 + -124.788 x5 | (x5)' =  93.308 x0 + -494.882 x1 +  1169.699 x2 + -1579.951 x3 +  1412.237 x4 + -600.080 x5,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,6,1,4.0,20.0,0.1,0,0.004,0.999887255332243,0.9998981248735905,0.5574323065661774,36,0.0024729182557956643,-0.0433123+31.0267j;-0.0433123-31.0267j;-0.00657853+114.128j;-0.00657853-114.128j;0.00247292+186.088j;0.00247292-186.088j,rejected,PSD similarity below threshold,9,1.4714246385711383,1.4738176480421066,0.011355396756590258,0.7190099001293276,1.1866643010012083,0.15642154153662569,0.20281563707828562,0.173430915945886,(x0)' =  600.697 x0 + -1414.880 x1 +  1584.810 x2 + -1174.497 x3 +  497.433 x4 + -93.894 x5 | (x1)' =  125.327 x0 + -1.441 x1 + -122.163 x2 + -3.025 x3 +  1.699 x4 + -0.397 x5 | (x2)' =  0.499 x0 +  122.753 x1 +  4.346 x2 + -129.463 x3 +  2.423 x4 + -0.557 x5 | (x3)' =  0.322 x0 + -1.465 x1 +  127.764 x2 + -2.721 x3 + -123.582 x4 + -0.319 x5 | (x4)' = -0.152 x0 +  0.652 x1 + -1.331 x2 +  126.516 x3 + -0.897 x4 + -124.788 x5 | (x5)' =  93.308 x0 + -494.882 x1 +  1169.699 x2 + -1579.951 x3 +  1412.237 x4 + -600.080 x5,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,6,1,4.0,20.0,0.2,0,0.004,0.999887255332243,0.9998981248735905,0.5574323065661774,36,0.0024729182557956643,-0.0433123+31.0267j;-0.0433123-31.0267j;-0.00657853+114.128j;-0.00657853-114.128j;0.00247292+186.088j;0.00247292-186.088j,rejected,PSD similarity below threshold,9,1.4714246385711383,1.4738176480421066,0.011355396756590258,0.7190099001293276,1.1866643010012083,0.15642154153662569,0.20281563707828562,0.173430915945886,(x0)' =  600.697 x0 + -1414.880 x1 +  1584.810 x2 + -1174.497 x3 +  497.433 x4 + -93.894 x5 | (x1)' =  125.327 x0 + -1.441 x1 + -122.163 x2 + -3.025 x3 +  1.699 x4 + -0.397 x5 | (x2)' =  0.499 x0 +  122.753 x1 +  4.346 x2 + -129.463 x3 +  2.423 x4 + -0.557 x5 | (x3)' =  0.322 x0 + -1.465 x1 +  127.764 x2 + -2.721 x3 + -123.582 x4 + -0.319 x5 | (x4)' = -0.152 x0 +  0.652 x1 + -1.331 x2 +  126.516 x3 + -0.897 x4 + -124.788 x5 | (x5)' =  93.308 x0 + -494.882 x1 +  1169.699 x2 + -1579.951 x3 +  1412.237 x4 + -600.080 x5,
lfp,fixation,0,0,28,9,1398 1 0 776 934 775 311 1086 310 156 930 621 777 158 467 931 313 932 314 157 155 469 779 465 933 1087 466 1085,4 1088 622 620 2 3 1244 778 312,2,35.0,zscore,,,1,6,2,8.0,40.0,0.01,0,0.004,0.9937317332750238,0.993723498326505,4.3758724881409305,36,0.020882890782459057,0.0208829+169.834j;0.0208829-169.834j;-0.00563327+26.0289j;-0.00563327-26.0289j;-0.00519321+99.954j;-0.00519321-99.954j,rejected,PSD similarity below threshold,9,1.5105571185223354,1.517283085061089,0.06488885173165898,0.8207098487838951,1.34616740633975,0.18476462114866588,0.301574177546704,0.1978265690840541,(x0)' =  196.432 x0 + -355.799 x1 +  274.679 x2 + -182.846 x3 +  85.584 x4 + -20.402 x5 | (x1)' =  47.556 x0 +  62.539 x1 + -155.642 x2 +  67.370 x3 + -27.891 x4 +  6.496 x5 | (x2)' = -9.730 x0 +  76.243 x1 +  17.471 x2 + -106.166 x3 +  27.673 x4 + -5.726 x5 | (x3)' =  5.731 x0 + -27.677 x1 +  106.162 x2 + -17.471 x3 + -76.236 x4 +  9.725 x5 | (x4)' = -6.491 x0 +  27.874 x1 + -67.344 x2 +  155.612 x3 + -62.514 x4 + -47.565 x5 | (x5)' =  20.385 x0 + -85.525 x1 +  182.747 x2 + -274.591 x3 +  355.770 x4 + -196.437 x5,
